date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:26:06	66/66	---MC-	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:24:06%20GMT	https://goturkiye.com/robots.txt		(from )
02:26:07	350782/350782	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:26:06%20GMT	https://goturkiye.com/	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/index.html	(from )
02:26:08	350981/350981	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:26:07%20GMT	https://goturkiye.com/homepage	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/homepage.html	(from https://goturkiye.com/)
02:26:09	72518/72518	---M--	200	added ('OK')	image/jpeg	etag:%22224aa46ee01794d0a2fc0d31dc032f5a%22	https://cdn.goturkiye.com/goturkey/1-platform-anasayfa-meta-image-2-1.jpg	/Users/huayuangroup/websites/Goturkeye/cdn.goturkiye.com/goturkey/1-platform-anasayfa-meta-image-2-1.jpg	(from https://goturkiye.com/)
02:26:09	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2024%20Feb%202023%2020:26:09%20GMT	https://www.googletagmanager.com/gtm.js?id=	/Users/huayuangroup/websites/Goturkeye/www.googletagmanager.com/gtm.25445.delayed	(from https://goturkiye.com/)
02:26:11	228567/228567	---MCZ	200	added ('OK')	text/css	etag:W/%2237d0a-1865429caa0%22	https://goturkiye.com/_next/static/css/ca5f1c4c47419aee8d1b.css	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/_next/static/css/ca5f1c4c47419aee8d1b.css	(from https://goturkiye.com/)
02:26:12	2035/2035	---MCZ	200	added ('OK')	application/javascript	etag:W/%227f3-18583f44f78%22	https://goturkiye.com/_next/static/chunks/webpack-277c75ec70a3d22a400d.js	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/_next/static/chunks/webpack-277c75ec70a3d22a400d.js	(from https://goturkiye.com/)
02:26:13	129204/129204	---MCZ	200	added ('OK')	application/javascript	etag:W/%221f8b4-18583f44f78%22	https://goturkiye.com/_next/static/chunks/framework-6b728500358bd9f227e4.js	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/_next/static/chunks/framework-6b728500358bd9f227e4.js	(from https://goturkiye.com/)
02:26:14	76738/76738	---MCZ	200	added ('OK')	application/javascript	etag:W/%2212bc2-18583f44f78%22	https://goturkiye.com/_next/static/chunks/main-87926142532047698e2a.js	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/_next/static/chunks/main-87926142532047698e2a.js	(from https://goturkiye.com/)
02:26:14	6617/6617	---MCZ	200	added ('OK')	application/javascript	etag:W/%2219d9-185e30bb896%22	https://goturkiye.com/_next/static/chunks/pages/_app-0aec90beb03da347de96.js	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/_next/static/chunks/pages/_app-0aec90beb03da347de96.js	(from https://goturkiye.com/)
02:26:16	186811/186811	---MCZ	200	added ('OK')	application/javascript	etag:W/%222d9bb-18583f44f78%22	https://goturkiye.com/_next/static/chunks/2852872c-c42f3bb57c7e3990c5a9.js	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/_next/static/chunks/2852872c-c42f3bb57c7e3990c5a9.js	(from https://goturkiye.com/)
02:26:17	60209/60209	---MCZ	200	added ('OK')	application/javascript	etag:W/%22eb31-18583f44f79%22	https://goturkiye.com/_next/static/chunks/75fc9c18-36f01fedf8adc5f332b1.js	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/_next/static/chunks/75fc9c18-36f01fedf8adc5f332b1.js	(from https://goturkiye.com/)
02:26:18	521855/521855	---MCZ	200	added ('OK')	application/javascript	etag:W/%227f67f-1859deb40c8%22	https://goturkiye.com/_next/static/chunks/158-3244e016a498a228e459.js	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/_next/static/chunks/158-3244e016a498a228e459.js	(from https://goturkiye.com/)
02:26:19	518033/518033	---MCZ	200	added ('OK')	application/javascript	etag:W/%227e791-1864b3d9b95%22	https://goturkiye.com/_next/static/chunks/271-df6997505c9fedab6851.js	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/_next/static/chunks/271-df6997505c9fedab6851.js	(from https://goturkiye.com/)
02:26:19	7359/7359	---MCZ	200	added ('OK')	application/javascript	etag:W/%221cbf-1864ae2b091%22	https://goturkiye.com/_next/static/chunks/pages/index-7647b3bce5a2b2d30222.js	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/_next/static/chunks/pages/index-7647b3bce5a2b2d30222.js	(from https://goturkiye.com/)
02:26:21	11096/11096	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2277c7777db7f2c856c2c735596453a6db%22	https://cdn.goturkiye.com/goturkiye/dark-logo.svg	/Users/huayuangroup/websites/Goturkeye/cdn.goturkiye.com/goturkiye/dark-logo.svg	(from https://goturkiye.com/)
02:26:22	46714/46714	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:26:21%20GMT	https://goturkiye.com/turkiyes-sustainable-tourism-program	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/turkiyes-sustainable-tourism-program.html	(from https://goturkiye.com/)
02:26:23	62854/62854	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:26:22%20GMT	https://goturkiye.com/sustainable-destinations	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/sustainable-destinations.html	(from https://goturkiye.com/)
02:26:24	45565/45565	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:26:23%20GMT	https://goturkiye.com/sustainable-experiences	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/sustainable-experiences.html	(from https://goturkiye.com/)
02:26:25	31318/31318	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:26:24%20GMT	https://goturkiye.com/sustainability	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/sustainability.html	(from https://goturkiye.com/)
02:26:26	121057/121057	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:26:25%20GMT	https://goturkiye.com/all-turkiye-destinations	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/all-turkiye-destinations.html	(from https://goturkiye.com/)
02:26:27	73705/73705	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:26:26%20GMT	https://goturkiye.com/all-turkiye-experiences	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/all-turkiye-experiences.html	(from https://goturkiye.com/)
02:26:28	72685/72685	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:26:27%20GMT	https://goturkiye.com/goturkiye-tv	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/goturkiye-tv.html	(from https://goturkiye.com/)
02:26:30	343918/343918	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:26:28%20GMT	https://goturkiye.com/blogs	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/blogs.html	(from https://goturkiye.com/)
02:26:31	168654/168654	---M--	200	added ('OK')	image/jpeg	etag:%22d2e0546ce988f4a61953776520d08e3b%22	https://cdn.goturkiye.com/goturkiye/2-1-slide-1-poster.jpg	/Users/huayuangroup/websites/Goturkeye/cdn.goturkiye.com/goturkiye/2-1-slide-1-poster.jpg	(from https://goturkiye.com/)
02:26:32	42057/42057	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:26:31%20GMT	https://goturkiye.com/cultural-and-historical	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/cultural-and-historical.html	(from https://goturkiye.com/)
02:26:33	43345/43345	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:26:32%20GMT	https://goturkiye.com/outdoor-and-nature	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/outdoor-and-nature.html	(from https://goturkiye.com/)
02:26:34	42218/42218	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:26:33%20GMT	https://goturkiye.com/boutique-and-unique-experiences	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/boutique-and-unique-experiences.html	(from https://goturkiye.com/)
02:26:35	43158/43158	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:26:34%20GMT	https://goturkiye.com/local-products-and-gifts	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/local-products-and-gifts.html	(from https://goturkiye.com/)
02:26:36	42514/42514	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:26:35%20GMT	https://goturkiye.com/sustainable-routes	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/sustainable-routes.html	(from https://goturkiye.com/)
02:26:37	43006/43006	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:26:36%20GMT	https://goturkiye.com/events-and-festivals	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/events-and-festivals.html	(from https://goturkiye.com/)
02:26:38	42117/42117	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:26:37%20GMT	https://goturkiye.com/local-foods-and-chefs	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/local-foods-and-chefs.html	(from https://goturkiye.com/)
02:26:39	45018/45018	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:26:38%20GMT	https://goturkiye.com/turkiyes-environmentally-friendly-projects	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/turkiyes-environmentally-friendly-projects.html	(from https://goturkiye.com/)
02:26:40	41967/41967	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:26:39%20GMT	https://goturkiye.com/travel-responsibly	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/travel-responsibly.html	(from https://goturkiye.com/)
02:26:41	106178/106178	---M--	200	added ('OK')	image/jpeg	etag:%226b943d01c7a4e65c58389291525404a9%22	https://cdn.goturkiye.com/goturkiye/bg-1.jpg	/Users/huayuangroup/websites/Goturkeye/cdn.goturkiye.com/goturkiye/bg-1.jpg	(from https://goturkiye.com/)
02:26:42	44867/44867	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:26:41%20GMT	https://goturkiye.com/iznik	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/iznik.html	(from https://goturkiye.com/)
02:26:42	1351/1351	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22547-1865429041a%22	https://goturkiye.com/icons/icon-sustainability.svg	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/icons/icon-sustainability.svg	(from https://goturkiye.com/)
02:26:44	52208/52208	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:26:43%20GMT	https://goturkiye.com/halfeti	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/halfeti.html	(from https://goturkiye.com/)
02:26:45	49734/49734	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:26:44%20GMT	https://goturkiye.com/gudul	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/gudul.html	(from https://goturkiye.com/)
02:26:46	48100/48100	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:26:45%20GMT	https://goturkiye.com/goynuk	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/goynuk.html	(from https://goturkiye.com/)
02:26:47	16731/16731	---M--	200	added ('OK')	image/jpeg	etag:%22d6074eb95e4589b667160bd62b70af08%22	https://cdn.goturkiye.com/goturkiye/bg-2.jpg	/Users/huayuangroup/websites/Goturkeye/cdn.goturkiye.com/goturkiye/bg-2.jpg	(from https://goturkiye.com/)
02:26:48	73082/73082	---M--	200	added ('OK')	image/jpeg	etag:%226bc706094669787d30288073ef72730f%22	https://cdn.goturkiye.com/goturkiye/2-routes---web.jpg	/Users/huayuangroup/websites/Goturkeye/cdn.goturkiye.com/goturkiye/2-routes---web.jpg	(from https://goturkiye.com/)
02:26:48	76629/76629	---M--	200	added ('OK')	image/jpeg	etag:%225c2f9078a8a40ec4856fa6d7d07add1a%22	https://cdn.goturkiye.com/goturkiye/2-outdoor-nature-web.jpg	/Users/huayuangroup/websites/Goturkeye/cdn.goturkiye.com/goturkiye/2-outdoor-nature-web.jpg	(from https://goturkiye.com/)
02:26:50	109955/109955	---M--	200	added ('OK')	image/jpeg	etag:%22ffea951d7eb006beefb9e0e590bb2485%22	https://cdn.goturkiye.com/goturkiye/3-local-products--gifts.jpg	/Users/huayuangroup/websites/Goturkeye/cdn.goturkiye.com/goturkiye/3-local-products--gifts.jpg	(from https://goturkiye.com/)
02:26:51	100118/100118	---M--	200	added ('OK')	image/jpeg	etag:%22fe15c9d1499c03594fa6ee350a0b53f4%22	https://cdn.goturkiye.com/goturkiye/3-travel-responsibly---web.jpg	/Users/huayuangroup/websites/Goturkeye/cdn.goturkiye.com/goturkiye/3-travel-responsibly---web.jpg	(from https://goturkiye.com/)
02:26:51	86254/86254	---M--	200	added ('OK')	image/jpeg	etag:%22b7acfcd8ab134624acb946cb0640601e%22	https://cdn.goturkiye.com/goturkiye/2-cultural-historical.jpg	/Users/huayuangroup/websites/Goturkeye/cdn.goturkiye.com/goturkiye/2-cultural-historical.jpg	(from https://goturkiye.com/)
02:26:53	67175/67175	---M--	200	added ('OK')	image/jpeg	etag:%22094b6682dd8d7ba011c7ed4820fd920a%22	https://cdn.goturkiye.com/goturkiye/2-environmentally-friendly-projects---web.jpg	/Users/huayuangroup/websites/Goturkeye/cdn.goturkiye.com/goturkiye/2-environmentally-friendly-projects---web.jpg	(from https://goturkiye.com/)
02:26:54	83767/83767	---M--	200	added ('OK')	image/jpeg	etag:%22bc38ee0d5ec95db0c05020a26a9d5d2a%22	https://cdn.goturkiye.com/goturkiye/2-events--festivals.jpg	/Users/huayuangroup/websites/Goturkeye/cdn.goturkiye.com/goturkiye/2-events--festivals.jpg	(from https://goturkiye.com/)
02:26:55	31966/31966	---M--	200	added ('OK')	image/jpeg	etag:%2229b2bcf647f35e47c9180e026dcbb831%22	https://cdn.goturkiye.com/goturkiye/2-local-foods--chefs.jpg	/Users/huayuangroup/websites/Goturkeye/cdn.goturkiye.com/goturkiye/2-local-foods--chefs.jpg	(from https://goturkiye.com/)
02:26:56	43440/43440	---M--	200	added ('OK')	image/jpeg	etag:%223c014a6af994efe59322522be78d157b%22	https://cdn.goturkiye.com/goturkiye/2-boutique--unique.jpg	/Users/huayuangroup/websites/Goturkeye/cdn.goturkiye.com/goturkiye/2-boutique--unique.jpg	(from https://goturkiye.com/)
02:26:57	78068/78068	---M--	200	added ('OK')	image/jpeg	etag:%229805090a2d9a1e2716e10bdd8c03fd7b%22	https://cdn.goturkiye.com/goturkiye/2-sustainable-tourism-program---web.jpg	/Users/huayuangroup/websites/Goturkeye/cdn.goturkiye.com/goturkiye/2-sustainable-tourism-program---web.jpg	(from https://goturkiye.com/)
02:26:58	203860/203860	---M--	200	added ('OK')	image/jpeg	etag:%22a74fba8e8e5b957f558364f5c8a562d9%22	https://cdn.goturkiye.com/goturkey/destination-kartlar.jpg	/Users/huayuangroup/websites/Goturkeye/cdn.goturkiye.com/goturkey/destination-kartlar.jpg	(from https://goturkiye.com/)
02:26:59	18373/18373	---M--	200	added ('OK')	image/jpeg	etag:%220af0e2185f89504b1f7a154b947d0993%22	https://cdn.goturkiye.com/goturkey/istanbulll.jpg	/Users/huayuangroup/websites/Goturkeye/cdn.goturkiye.com/goturkey/istanbulll.jpg	(from https://goturkiye.com/)
02:27:00	165455/165455	---M--	200	added ('OK')	image/jpeg	etag:%22a67810ffeb8bf0b335cb18b0ac9d521d%22	https://cdn.goturkiye.com/goturkey/1-riviera2.jpg	/Users/huayuangroup/websites/Goturkeye/cdn.goturkiye.com/goturkey/1-riviera2.jpg	(from https://goturkiye.com/)
02:27:00	118271/118271	---M--	200	added ('OK')	image/jpeg	etag:%2295c9e28d5d69afcc408dedcf60622587%22	https://cdn.goturkiye.com/goturkey/museum-kart.jpg	/Users/huayuangroup/websites/Goturkeye/cdn.goturkiye.com/goturkey/museum-kart.jpg	(from https://goturkiye.com/)
02:27:02	157977/157977	---M--	200	added ('OK')	image/jpeg	etag:%22d407c411470c3ebee36814b826061aed%22	https://cdn.goturkiye.com/goturkey/museum-pass-2.jpg	/Users/huayuangroup/websites/Goturkeye/cdn.goturkiye.com/goturkey/museum-pass-2.jpg	(from https://goturkiye.com/)
02:27:03	958/958	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223be-18654290419%22	https://goturkiye.com/icons/icon-play.svg	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/icons/icon-play.svg	(from https://goturkiye.com/)
02:27:04	5678/5678	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222eea8574aa47f8649ea239cd2b3ef9ac%22	https://cdn.goturkiye.com/goturkey/static/images/turkiye-dark.svg	/Users/huayuangroup/websites/Goturkeye/cdn.goturkiye.com/goturkey/static/images/turkiye-dark.svg	(from https://goturkiye.com/)
02:27:05	128074/128074	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:27:04%20GMT	https://goturkiye.com/static/privacy-policy	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/static/privacy-policy.html	(from https://goturkiye.com/)
02:27:06	70470/70470	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:27:06%20GMT	https://goturkiye.com/static/cookie-policy	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/static/cookie-policy.html	(from https://goturkiye.com/)
02:27:06	92017/92017	---MCZ	200	added ('OK')	application/javascript	etag:W/%2216771-18583f44f78%22	https://goturkiye.com/_next/static/chunks/polyfills-eef578260fd80f8fff94.js	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/_next/static/chunks/polyfills-eef578260fd80f8fff94.js	(from https://goturkiye.com/)
02:27:08	868/868	---MCZ	200	added ('OK')	application/javascript	etag:W/%22364-1865429caa0%22	https://goturkiye.com/_next/static/hIM0CguniXj19R7MvIOim/_buildManifest.js	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/_next/static/hIM0CguniXj19R7MvIOim/_buildManifest.js	(from https://goturkiye.com/)
02:27:08	77/77	---MCZ	200	added ('OK')	application/javascript	etag:W/%224d-1865429caa0%22	https://goturkiye.com/_next/static/hIM0CguniXj19R7MvIOim/_ssgManifest.js	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/_next/static/hIM0CguniXj19R7MvIOim/_ssgManifest.js	(from https://goturkiye.com/)
02:27:10	1960/1960	---MCZ	200	added ('OK')	text/css	etag:W/%223786288255afaaabeae3dfbff21157a4%22	https://cdn.goturkiye.com/static/fonts/redhat/style.css	/Users/huayuangroup/websites/Goturkeye/cdn.goturkiye.com/static/fonts/redhat/style.css	(from https://goturkiye.com/)
02:27:11	2769/2769	---MCZ	200	added ('OK')	text/css	etag:W/%2277e09ead88530424343ed0bc732fcefc%22	https://cdn.goturkiye.com/static/fonts/icomoon/style.css	/Users/huayuangroup/websites/Goturkeye/cdn.goturkiye.com/static/fonts/icomoon/style.css	(from https://goturkiye.com/)
02:27:12	494/494	---MC-	200	added ('OK')	text/css	date:Fri,%2024%20Feb%202023%2020:27:11%20GMT	https://fonts.googleapis.com/css2?family=Playfair+Display:wght@700;900&display=swap	/Users/huayuangroup/websites/Goturkeye/fonts.googleapis.com/css22ab5.css	(from https://goturkiye.com/)
02:27:13	12332/12332	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263f5f393-302c%22	https://goturkiye.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	(from https://goturkiye.com/)
02:27:14	7249/7249	---MCZ	200	added ('OK')	application/javascript	etag:W/%221c51-1864ae2b091%22	https://goturkiye.com/_next/static/chunks/pages/%5B...slug%5D-0c3d79484d850f9dc2d6.js	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/_next/static/chunks/pages/[...slug]-0c3d79484d850f9dc2d6.js	(from https://goturkiye.com/homepage)
02:27:15	554479/554479	---M--	200	added ('OK')	image/jpeg	etag:%22b6b6200290a99f1d65b2d5e85af33fde%22	https://cdn.goturkiye.com/sustainable-v2/52narional-parks.jpg	/Users/huayuangroup/websites/Goturkeye/cdn.goturkiye.com/sustainable-v2/52narional-parks.jpg	(from https://goturkiye.com/turkiyes-sustainable-tourism-program)
02:27:16	10935/10935	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221893f196b30de1a1213853e29e1efab4%22	https://cdn.goturkiye.com/goturkiye/light-logo.svg	/Users/huayuangroup/websites/Goturkeye/cdn.goturkiye.com/goturkiye/light-logo.svg	(from https://goturkiye.com/turkiyes-sustainable-tourism-program)
02:27:18	675369/675369	---M--	200	added ('OK')	image/png	etag:%2215f5edea35446254efde9106467fe530%22	https://cdn.goturkiye.com/goturkiye/manzara.png	/Users/huayuangroup/websites/Goturkeye/cdn.goturkiye.com/goturkiye/manzara.png	(from https://goturkiye.com/turkiyes-sustainable-tourism-program)
02:27:20	475871/475871	---M--	200	added ('OK')	image/png	etag:%22c6e6c4c8afc9d4e894c1c53e6042f397%22	https://cdn.goturkiye.com/goturkiye/agac.png	/Users/huayuangroup/websites/Goturkeye/cdn.goturkiye.com/goturkiye/agac.png	(from https://goturkiye.com/turkiyes-sustainable-tourism-program)
02:27:21	395628/395628	---M--	200	added ('OK')	image/png	etag:%22bc7c40c6c21feaa20a0cdc8bc3b0b2f3%22	https://cdn.goturkiye.com/goturkiye/1-insan.png	/Users/huayuangroup/websites/Goturkeye/cdn.goturkiye.com/goturkiye/1-insan.png	(from https://goturkiye.com/turkiyes-sustainable-tourism-program)
02:27:22	15579/15579	---M--	200	added ('OK')	image/png	etag:%227777ef45b38abff2f1198f67723af8c1%22	https://cdn.goturkiye.com/goturkiye/gstc.png	/Users/huayuangroup/websites/Goturkeye/cdn.goturkiye.com/goturkiye/gstc.png	(from https://goturkiye.com/turkiyes-sustainable-tourism-program)
02:27:23	53288/53288	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:27:22%20GMT	https://goturkiye.com/gokceada	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/gokceada.html	(from https://goturkiye.com/sustainable-destinations)
02:27:24	46352/46352	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:27:23%20GMT	https://goturkiye.com/foca	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/foca.html	(from https://goturkiye.com/sustainable-destinations)
02:27:25	46741/46741	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:27:24%20GMT	https://goturkiye.com/egirdir	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/egirdir.html	(from https://goturkiye.com/sustainable-destinations)
02:27:26	51280/51280	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:27:25%20GMT	https://goturkiye.com/arapgir	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/arapgir.html	(from https://goturkiye.com/sustainable-destinations)
02:27:27	49798/49798	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:27:26%20GMT	https://goturkiye.com/akyaka	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/akyaka.html	(from https://goturkiye.com/sustainable-destinations)
02:27:28	50812/50812	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:27:27%20GMT	https://goturkiye.com/ahlat	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/ahlat.html	(from https://goturkiye.com/sustainable-destinations)
02:27:29	56018/56018	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:27:28%20GMT	https://goturkiye.com/tarakli	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/tarakli.html	(from https://goturkiye.com/sustainable-destinations)
02:27:30	59978/59978	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:27:29%20GMT	https://goturkiye.com/mustafapasa-1	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/mustafapasa-1.html	(from https://goturkiye.com/sustainable-destinations)
02:27:31	46724/46724	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:27:30%20GMT	https://goturkiye.com/kemaliye	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/kemaliye.html	(from https://goturkiye.com/sustainable-destinations)
02:27:32	51246/51246	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:27:31%20GMT	https://goturkiye.com/koycegiz	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/koycegiz.html	(from https://goturkiye.com/sustainable-destinations)
02:27:33	48254/48254	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:27:32%20GMT	https://goturkiye.com/bursa	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/bursa.html	(from https://goturkiye.com/sustainable-destinations)
02:27:34	52796/52796	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:27:33%20GMT	https://goturkiye.com/kirsehir	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/kirsehir.html	(from https://goturkiye.com/sustainable-destinations)
02:27:35	52226/52226	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:27:34%20GMT	https://goturkiye.com/afyonkarahisar	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/afyonkarahisar.html	(from https://goturkiye.com/sustainable-destinations)
02:27:36	48772/48772	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:27:35%20GMT	https://goturkiye.com/kutahya	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/kutahya.html	(from https://goturkiye.com/sustainable-destinations)
02:27:37	52640/52640	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:27:36%20GMT	https://goturkiye.com/hatay	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/hatay.html	(from https://goturkiye.com/sustainable-destinations)
02:27:38	50330/50330	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:27:37%20GMT	https://goturkiye.com/gaziantep	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/gaziantep.html	(from https://goturkiye.com/sustainable-destinations)
02:27:39	47993/47993	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:27:38%20GMT	https://goturkiye.com/yenipazar	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/yenipazar.html	(from https://goturkiye.com/sustainable-destinations)
02:27:40	48469/48469	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:27:39%20GMT	https://goturkiye.com/vize	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/vize.html	(from https://goturkiye.com/sustainable-destinations)
02:27:41	50399/50399	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:27:40%20GMT	https://goturkiye.com/uzundere	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/uzundere.html	(from https://goturkiye.com/sustainable-destinations)
02:27:42	51543/51543	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:27:41%20GMT	https://goturkiye.com/seferihisar	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/seferihisar.html	(from https://goturkiye.com/sustainable-destinations)
02:27:43	47570/47570	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20Feb%202023%2020:27:42%20GMT	https://goturkiye.com/savsat	/Users/huayuangroup/websites/Goturkeye/goturkiye.com/savsat.html	(from https://goturkiye.com/sustainable-destinations)
